Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE52,OUT035,1301.3658512820507
NCB54,OUT045,1951.14661881533
NCF31,OUT035,2539.3942358778622
FDJ08,OUT027,5669.163351428569
NCC07,OUT017,1740.9861528571432
NCD19,OUT027,1378.263185276074
FDL46,OUT049,1874.4309598591542
FDM20,OUT045,4077.7580207920787
NCI06,OUT010,384.4886739837402
DRM11,OUT035,4311.576251315786
NCH07,OUT018,2346.6487869387774
FDS23,OUT013,2109.088761951219
FDO49,OUT018,754.5960957264957
FDS35,OUT049,1103.1862133333332
DRK39,OUT045,1432.847424291498
DRI39,OUT049,876.3205797979799
FDV04,OUT017,2384.015126168224
NCN14,OUT035,2880.9695613636363
FDH08,OUT013,4077.7580207920787
FDS20,OUT046,3389.2269793548357
FDV40,OUT049,1103.1862133333332
FDZ48,OUT010,230.0085918128655
FDS24,OUT027,2513.079854666667
FDK44,OUT049,2997.4076790419176
FDS48,OUT045,2539.3942358778622
FDK26,OUT010,542.9755395973153
FDD23,OUT045,3087.507511282052
NCH54,OUT017,2811.1814032128514
NCP14,OUT010,230.0085918128655
FDM60,OUT010,130.33349056603777
FDV24,OUT017,2384.015126168224
FDH08,OUT018,3327.9525829268296
FDS12,OUT027,3175.335988157896
FDR39,OUT027,5669.163351428569
FDP12,OUT027,1378.263185276074
DRF60,OUT027,5669.163351428569
FDC09,OUT035,1740.9861528571432
FDF50,OUT018,3087.507511282052
FDG28,OUT035,4077.7580207920787
NCE19,OUT017,876.3205797979799
NCM53,OUT010,230.0085918128655
NCN18,OUT049,1740.9861528571432
FDF32,OUT035,3087.507511282052
FDF11,OUT013,4077.7580207920787
DRI59,OUT049,3790.5056012269933
NCG54,OUT035,2811.1814032128514
FDM44,OUT046,1583.2723999999994
FDT57,OUT018,3327.9525829268296
FDV24,OUT046,2384.015126168224
FDI50,OUT019,542.9755395973153
FDS09,OUT035,754.5960957264957
NCC31,OUT027,4117.31771263158
FDQ07,OUT019,542.9755395973153
FDC22,OUT017,3087.507511282052
FDZ56,OUT046,2811.1814032128514
FDZ40,OUT019,130.33349056603777
FDS46,OUT027,3175.335988157896
DRD24,OUT045,1951.14661881533
FDV45,OUT017,3087.507511282052
FDL26,OUT045,2539.3942358778622
FDA56,OUT018,2200.9283177215193
FDN27,OUT046,1874.4309598591542
FDM20,OUT049,4077.7580207920787
FDO16,OUT017,1262.9388238410595
FDL03,OUT035,2880.9695613636363
FDE58,OUT046,1874.4309598591542
FDI02,OUT027,3175.335988157896
NCC55,OUT019,130.33349056603777
FDR03,OUT018,3327.9525829268296
FDB14,OUT017,1262.9388238410595
FDR45,OUT013,4077.7580207920787
NCN07,OUT017,1951.14661881533
FDM51,OUT019,230.0085918128655
FDT52,OUT027,5669.163351428569
FDL26,OUT046,2539.3942358778622
NCZ42,OUT046,4077.7580207920787
DRI47,OUT019,384.4886739837402
FDW40,OUT013,2109.088761951219
FDN34,OUT046,2811.1814032128514
FDS01,OUT035,2736.9684298755196
NCG55,OUT045,1874.4309598591542
FDC11,OUT035,1432.847424291498
FDX35,OUT018,3327.9525829268296
NCB06,OUT046,2811.1814032128514
FDR09,OUT019,542.9755395973153
FDC53,OUT017,1517.6348566210036
FDY45,OUT013,4131.978437869822
FDA22,OUT010,384.4886739837402
FDE02,OUT035,1517.6348566210036
FDW21,OUT045,1740.9861528571432
FDV34,OUT046,1103.1862133333332
FDS59,OUT049,1740.9861528571432
NCW17,OUT017,2200.9283177215193
NCK54,OUT046,1874.4309598591542
FDG17,OUT019,542.9755395973153
FDG35,OUT017,2997.4076790419176
FDD08,OUT010,130.33349056603777
NCO07,OUT017,3790.5056012269933
FDJ10,OUT010,286.4177705128204
FDW36,OUT017,1583.2723999999994
FDW21,OUT010,230.0085918128655
FDY19,OUT017,1874.4309598591542
DRE03,OUT013,754.5960957264957
NCC55,OUT049,637.573509012875
FDH52,OUT010,130.33349056603777
FDO09,OUT017,4311.576251315786
FDU43,OUT045,4077.7580207920787
FDX09,OUT010,384.4886739837402
FDH40,OUT019,230.0085918128655
FDW58,OUT017,1583.2723999999994
FDC47,OUT017,3573.328424242425
NCR41,OUT035,1517.6348566210036
DRG49,OUT035,3573.328424242425
FDC52,OUT027,4117.31771263158
FDY13,OUT046,1103.1862133333332
FDY35,OUT013,637.573509012875
FDI35,OUT017,3389.2269793548357
NCU18,OUT049,2109.088761951219
FDY33,OUT018,2346.6487869387774
FDC15,OUT027,4117.31771263158
FDU01,OUT049,2880.9695613636363
NCU42,OUT046,2811.1814032128514
NCV29,OUT018,2736.9684298755196
NCY30,OUT017,2880.9695613636363
FDQ46,OUT049,1583.2723999999994
FDG58,OUT027,4117.31771263158
FDK33,OUT017,3790.5056012269933
NCD07,OUT045,1874.4309598591542
NCX29,OUT027,4117.31771263158
NCT42,OUT013,2346.6487869387774
DRN59,OUT035,754.5960957264957
FDI44,OUT035,1432.847424291498
FDA45,OUT049,2736.9684298755196
FDP31,OUT045,1103.1862133333332
FDY01,OUT046,1874.4309598591542
FDT09,OUT018,2200.9283177215193
DRH03,OUT027,2513.079854666667
FDA36,OUT018,3087.507511282052
NCF31,OUT017,2539.3942358778622
FDG14,OUT049,2539.3942358778622
FDG28,OUT027,5669.163351428569
FDU14,OUT049,4131.978437869822
FDY47,OUT019,286.4177705128204
FDI56,OUT049,1432.847424291498
DRD01,OUT013,876.3205797979799
FDM22,OUT046,876.3205797979799
FDH33,OUT013,637.573509012875
DRZ24,OUT013,1874.4309598591542
NCQ38,OUT046,1740.9861528571432
FDO16,OUT027,2513.079854666667
FDU07,OUT027,4117.31771263158
NCB07,OUT013,2880.9695613636363
FDU48,OUT045,1951.14661881533
NCM43,OUT045,2811.1814032128514
FDR31,OUT010,384.4886739837402
DRK49,OUT018,637.573509012875
NCI30,OUT010,542.9755395973153
DRD60,OUT017,3389.2269793548357
NCG19,OUT046,3573.328424242425
FDH12,OUT035,1583.2723999999994
FDM32,OUT035,1301.3658512820507
FDM27,OUT035,2539.3942358778622
NCU53,OUT027,4117.31771263158
NCQ18,OUT046,1517.6348566210036
FDS10,OUT013,2736.9684298755196
FDB33,OUT027,4117.31771263158
FDI12,OUT013,1432.847424291498
NCW42,OUT013,3790.5056012269933
NCC06,OUT018,2200.9283177215193
FDW02,OUT017,1951.14661881533
NCD43,OUT017,1740.9861528571432
FDM57,OUT018,1262.9388238410595
FDA58,OUT017,3573.328424242425
FDK56,OUT046,3389.2269793548357
FDP52,OUT045,4077.7580207920787
FDW20,OUT018,2200.9283177215193
FDS52,OUT049,1583.2723999999994
NCT29,OUT018,1951.14661881533
NCL54,OUT013,2736.9684298755196
FDC05,OUT045,3087.507511282052
FDF34,OUT035,3087.507511282052
FDP03,OUT027,3175.335988157896
FDD32,OUT010,230.0085918128655
FDZ10,OUT045,2200.9283177215193
FDZ40,OUT035,876.3205797979799
FDD51,OUT018,637.573509012875
NCY30,OUT019,384.4886739837402
FDP58,OUT017,3573.328424242425
FDV49,OUT017,4311.576251315786
FDY24,OUT019,130.33349056603777
NCO55,OUT017,1740.9861528571432
FDR13,OUT017,1874.4309598591542
FDS51,OUT017,876.3205797979799
FDP26,OUT045,1583.2723999999994
NCB54,OUT027,3175.335988157896
FDF32,OUT017,3087.507511282052
FDN31,OUT018,3087.507511282052
DRM48,OUT017,552.5502107784432
FDN20,OUT049,2811.1814032128514
DRL01,OUT046,4077.7580207920787
FDV56,OUT049,1740.9861528571432
DRH13,OUT027,3175.335988157896
FDA03,OUT017,2539.3942358778622
FDF47,OUT027,5669.163351428569
FDX32,OUT046,2539.3942358778622
FDX57,OUT049,1517.6348566210036
NCA30,OUT045,2880.9695613636363
FDO49,OUT013,754.5960957264957
FDL04,OUT019,230.0085918128655
DRM48,OUT035,552.5502107784432
FDR16,OUT013,3573.328424242425
NCC19,OUT018,3087.507511282052
NCE42,OUT045,4077.7580207920787
FDY24,OUT017,876.3205797979799
FDH19,OUT049,2736.9684298755196
FDJ46,OUT013,2997.4076790419176
FDN45,OUT010,542.9755395973153
FDY08,OUT035,1951.14661881533
FDZ37,OUT035,1301.3658512820507
NCT30,OUT045,754.5960957264957
DRY23,OUT018,637.573509012875
NCZ30,OUT018,2200.9283177215193
FDC44,OUT018,1874.4309598591542
FDB45,OUT035,1583.2723999999994
FDY04,OUT013,2346.6487869387774
FDM27,OUT046,2811.1814032128514
FDZ43,OUT017,4077.7580207920787
FDT39,OUT019,384.4886739837402
NCC06,OUT019,286.4177705128204
FDL15,OUT027,4117.31771263158
FDL57,OUT017,4131.978437869822
FDU08,OUT046,1517.6348566210036
FDK40,OUT017,4311.576251315786
FDQ12,OUT010,542.9755395973153
FDS48,OUT017,2539.3942358778622
FDP09,OUT045,3790.5056012269933
FDW21,OUT049,1517.6348566210036
FDY25,OUT035,3389.2269793548357
DRE13,OUT017,1262.9388238410595
FDV43,OUT019,130.33349056603777
FDD22,OUT045,1583.2723999999994
FDM46,OUT019,230.0085918128655
NCO30,OUT010,542.9755395973153
FDM25,OUT046,2997.4076790419176
NCN41,OUT049,2109.088761951219
FDU24,OUT045,1432.847424291498
FDZ50,OUT046,3389.2269793548357
FDP45,OUT013,4131.978437869822
NCM54,OUT045,1951.14661881533
FDW10,OUT019,384.4886739837402
FDP20,OUT017,1951.14661881533
FDK32,OUT046,2539.3942358778622
FDN52,OUT049,1432.847424291498
FDM58,OUT045,1740.9861528571432
FDZ46,OUT027,3175.335988157896
NCA18,OUT018,1874.4309598591542
FDD35,OUT046,2200.9283177215193
NCK31,OUT035,754.5960957264957
FDI40,OUT027,2513.079854666667
FDT50,OUT019,230.0085918128655
NCT06,OUT046,2811.1814032128514
FDT31,OUT035,2880.9695613636363
FDT45,OUT049,876.3205797979799
FDT13,OUT045,3087.507511282052
FDO50,OUT045,1432.847424291498
NCU18,OUT010,286.4177705128204
NCR54,OUT049,3087.507511282052
NCO18,OUT018,2736.9684298755196
FDU09,OUT045,876.3205797979799
FDT13,OUT018,3087.507511282052
FDE09,OUT046,1583.2723999999994
NCK53,OUT019,230.0085918128655
FDG45,OUT049,3790.5056012269933
DRH15,OUT035,637.573509012875
FDO21,OUT019,542.9755395973153
FDD14,OUT027,5669.163351428569
FDC09,OUT046,1740.9861528571432
FDH45,OUT027,1378.263185276074
FDV32,OUT046,1103.1862133333332
FDG12,OUT035,1874.4309598591542
FDS32,OUT013,2109.088761951219
NCL55,OUT018,3327.9525829268296
DRE01,OUT035,3573.328424242425
DRE15,OUT049,1301.3658512820507
NCL42,OUT045,4077.7580207920787
FDP31,OUT013,1103.1862133333332
FDN33,OUT018,1262.9388238410595
FDZ59,OUT046,2384.015126168224
FDE45,OUT010,384.4886739837402
FDJ07,OUT013,1874.4309598591542
FDQ45,OUT018,3389.2269793548357
FDM33,OUT027,5669.163351428569
FDO15,OUT010,130.33349056603777
FDM46,OUT013,1432.847424291498
FDR03,OUT045,3790.5056012269933
FDY49,OUT018,2346.6487869387774
FDQ60,OUT045,1874.4309598591542
FDW10,OUT049,2736.9684298755196
FDO51,OUT049,637.573509012875
FDJ40,OUT018,1740.9861528571432
FDS20,OUT018,3389.2269793548357
FDU45,OUT013,1874.4309598591542
FDV02,OUT035,2811.1814032128514
FDN09,OUT046,4077.7580207920787
NCM55,OUT027,5669.163351428569
FDN23,OUT018,2346.6487869387774
FDY31,OUT010,384.4886739837402
FDW03,OUT010,230.0085918128655
FDD14,OUT046,2880.9695613636363
FDV23,OUT017,1951.14661881533
DRI03,OUT045,2736.9684298755196
FDN13,OUT035,1517.6348566210036
FDF45,OUT027,1378.263185276074
FDU46,OUT035,1301.3658512820507
FDB57,OUT049,3790.5056012269933
FDV12,OUT049,1517.6348566210036
FDQ58,OUT013,2346.6487869387774
NCA18,OUT017,1874.4309598591542
FDH52,OUT049,876.3205797979799
FDM24,OUT018,2346.6487869387774
NCP43,OUT027,5669.163351428569
NCO18,OUT019,384.4886739837402
FDM32,OUT017,1262.9388238410595
NCL07,OUT017,552.5502107784432
FDK03,OUT013,4131.978437869822
FDP59,OUT017,1740.9861528571432
FDQ24,OUT049,4131.978437869822
FDQ16,OUT018,1583.2723999999994
FDU44,OUT013,2346.6487869387774
FDH28,OUT010,130.33349056603777
FDV28,OUT019,130.33349056603777
FDM22,OUT045,876.3205797979799
FDR56,OUT046,3087.507511282052
FDV39,OUT049,3087.507511282052
FDU37,OUT019,130.33349056603777
FDQ11,OUT010,542.9755395973153
FDX02,OUT045,3790.5056012269933
NCS42,OUT018,1262.9388238410595
FDY57,OUT027,2513.079854666667
FDB21,OUT049,3573.328424242425
FDE28,OUT017,3573.328424242425
FDQ55,OUT017,1874.4309598591542
FDA48,OUT049,3573.328424242425
FDZ19,OUT045,2997.4076790419176
NCC43,OUT045,4131.978437869822
NCV18,OUT046,1432.847424291498
NCA42,OUT018,2346.6487869387774
FDY45,OUT046,4131.978437869822
NCC30,OUT045,2736.9684298755196
FDM57,OUT013,1432.847424291498
FDL09,OUT010,384.4886739837402
FDB09,OUT027,3175.335988157896
FDT44,OUT035,1874.4309598591542
NCT06,OUT027,4117.31771263158
FDX26,OUT049,3389.2269793548357
FDK32,OUT013,2346.6487869387774
DRA12,OUT046,2109.088761951219
FDO46,OUT010,542.9755395973153
FDE52,OUT013,1301.3658512820507
NCH42,OUT045,4077.7580207920787
FDV08,OUT035,637.573509012875
FDB47,OUT018,3327.9525829268296
FDC28,OUT010,230.0085918128655
FDD22,OUT046,1874.4309598591542
FDS07,OUT027,3175.335988157896
DRI13,OUT045,3790.5056012269933
FDG32,OUT018,3327.9525829268296
FDU14,OUT017,4131.978437869822
FDD28,OUT019,130.33349056603777
NCP41,OUT017,1740.9861528571432
FDS08,OUT049,2736.9684298755196
FDX47,OUT045,2384.015126168224
FDC53,OUT019,230.0085918128655
FDQ19,OUT035,4077.7580207920787
FDL14,OUT045,2384.015126168224
FDM33,OUT019,542.9755395973153
FDA51,OUT045,1874.4309598591542
FDZ27,OUT018,754.5960957264957
FDT04,OUT046,637.573509012875
DRC13,OUT049,2109.088761951219
FDR16,OUT027,5669.163351428569
FDQ03,OUT027,5669.163351428569
FDE38,OUT035,2384.015126168224
DRH23,OUT027,1378.263185276074
FDT11,OUT019,542.9755395973153
FDD09,OUT035,2736.9684298755196
FDR40,OUT045,1301.3658512820507
FDX07,OUT017,2880.9695613636363
FDR07,OUT035,1517.6348566210036
FDA51,OUT017,1874.4309598591542
FDT59,OUT019,542.9755395973153
FDF20,OUT017,3087.507511282052
FDR13,OUT045,1874.4309598591542
FDY26,OUT049,3790.5056012269933
FDW04,OUT017,1951.14661881533
FDK52,OUT017,3573.328424242425
FDN60,OUT049,2811.1814032128514
FDM09,OUT019,384.4886739837402
FDP46,OUT049,1432.847424291498
FDB50,OUT019,130.33349056603777
NCQ29,OUT049,4311.576251315786
FDP16,OUT027,5669.163351428569
FDX33,OUT018,2346.6487869387774
FDP07,OUT010,542.9755395973153
FDN22,OUT046,4131.978437869822
FDF39,OUT049,4311.576251315786
FDS21,OUT017,876.3205797979799
NCM42,OUT013,1740.9861528571432
FDK50,OUT019,384.4886739837402
DRF13,OUT027,4117.31771263158
FDH35,OUT018,2346.6487869387774
FDP60,OUT018,1517.6348566210036
DRJ49,OUT027,3175.335988157896
NCT42,OUT019,384.4886739837402
FDE38,OUT049,2384.015126168224
FDI04,OUT049,3087.507511282052
NCH54,OUT045,2811.1814032128514
FDT56,OUT049,876.3205797979799
DRD15,OUT018,3327.9525829268296
FDV58,OUT013,2880.9695613636363
FDP21,OUT049,3087.507511282052
FDH05,OUT013,3573.328424242425
FDR10,OUT027,4117.31771263158
NCP06,OUT045,2539.3942358778622
FDF33,OUT049,1583.2723999999994
DRK37,OUT013,3087.507511282052
DRH49,OUT045,1301.3658512820507
FDT58,OUT013,2346.6487869387774
FDD41,OUT018,1740.9861528571432
FDP40,OUT018,1740.9861528571432
FDM51,OUT027,2513.079854666667
FDO45,OUT010,230.0085918128655
FDW33,OUT010,230.0085918128655
FDY24,OUT045,876.3205797979799
FDB10,OUT010,542.9755395973153
FDM40,OUT035,1951.14661881533
NCI06,OUT017,3389.2269793548357
FDW12,OUT019,384.4886739837402
FDX48,OUT027,4117.31771263158
NCW05,OUT027,3175.335988157896
FDX27,OUT017,1517.6348566210036
DRM37,OUT045,3087.507511282052
FDA38,OUT045,4077.7580207920787
FDR36,OUT046,637.573509012875
FDZ45,OUT046,3087.507511282052
FDG05,OUT017,2811.1814032128514
FDK28,OUT013,4311.576251315786
FDV47,OUT045,1432.847424291498
FDN21,OUT045,2811.1814032128514
FDP20,OUT027,3175.335988157896
FDI35,OUT045,3389.2269793548357
DRY23,OUT013,637.573509012875
FDA56,OUT017,2200.9283177215193
FDB09,OUT013,2109.088761951219
NCO26,OUT027,3175.335988157896
FDQ49,OUT018,2346.6487869387774
FDI52,OUT027,3175.335988157896
FDZ44,OUT027,3175.335988157896
FDZ09,OUT018,2346.6487869387774
FDY03,OUT049,1874.4309598591542
NCG42,OUT017,1951.14661881533
DRI13,OUT027,5669.163351428569
FDQ32,OUT013,2109.088761951219
FDW16,OUT035,1432.847424291498
FDU27,OUT046,754.5960957264957
FDR28,OUT010,384.4886739837402
FDQ49,OUT010,384.4886739837402
FDS37,OUT046,1874.4309598591542
FDW26,OUT018,3327.9525829268296
FDX12,OUT018,3327.9525829268296
NCP06,OUT013,2346.6487869387774
FDW45,OUT010,384.4886739837402
NCN30,OUT049,1517.6348566210036
FDN24,OUT049,876.3205797979799
NCL41,OUT027,1378.263185276074
FDR02,OUT019,230.0085918128655
FDD09,OUT010,384.4886739837402
FDS33,OUT010,230.0085918128655
FDU22,OUT045,1951.14661881533
FDI53,OUT013,2346.6487869387774
DRH01,OUT049,2736.9684298755196
FDX32,OUT013,2109.088761951219
NCP30,OUT018,637.573509012875
FDB60,OUT045,3087.507511282052
FDB14,OUT049,1432.847424291498
NCP02,OUT035,876.3205797979799
FDJ10,OUT017,1951.14661881533
FDG34,OUT046,1740.9861528571432
NCB18,OUT017,1262.9388238410595
FDM16,OUT049,1103.1862133333332
FDW25,OUT018,1262.9388238410595
FDB35,OUT010,230.0085918128655
DRN11,OUT013,2109.088761951219
FDF41,OUT019,542.9755395973153
FDH16,OUT045,1432.847424291498
NCQ50,OUT018,3327.9525829268296
DRH23,OUT018,876.3205797979799
DRJ37,OUT013,2346.6487869387774
DRJ24,OUT027,5669.163351428569
FDY16,OUT035,2880.9695613636363
FDQ27,OUT045,1740.9861528571432
FDZ33,OUT045,2539.3942358778622
FDF29,OUT045,2200.9283177215193
FDA08,OUT049,2811.1814032128514
FDG31,OUT046,1103.1862133333332
FDE34,OUT019,542.9755395973153
NCR30,OUT027,1378.263185276074
FDV33,OUT035,4311.576251315786
DRZ24,OUT018,2200.9283177215193
NCL54,OUT035,2997.4076790419176
FDR12,OUT049,2997.4076790419176
NCC54,OUT046,3573.328424242425
DRN59,OUT013,754.5960957264957
FDX50,OUT019,230.0085918128655
FDV31,OUT027,5669.163351428569
NCA29,OUT027,4117.31771263158
FDW60,OUT049,2736.9684298755196
FDX08,OUT017,3389.2269793548357
DRD49,OUT013,3573.328424242425
FDD33,OUT046,3573.328424242425
FDW35,OUT013,637.573509012875
FDJ36,OUT017,1740.9861528571432
FDV51,OUT035,2811.1814032128514
FDW36,OUT046,1583.2723999999994
FDH35,OUT046,2811.1814032128514
NCS30,OUT027,3175.335988157896
FDN49,OUT017,637.573509012875
FDL08,OUT018,3327.9525829268296
FDI09,OUT013,3573.328424242425
FDP19,OUT018,1951.14661881533
FDU21,OUT010,130.33349056603777
NCP41,OUT045,1740.9861528571432
FDY10,OUT013,1874.4309598591542
FDP12,OUT018,552.5502107784432
NCN26,OUT049,1874.4309598591542
FDK44,OUT013,2997.4076790419176
FDC28,OUT049,1583.2723999999994
FDJ41,OUT027,5669.163351428569
NCT29,OUT035,1951.14661881533
NCH42,OUT019,542.9755395973153
FDU60,OUT018,2346.6487869387774
FDS02,OUT045,3087.507511282052
FDC51,OUT046,2200.9283177215193
FDU03,OUT013,2880.9695613636363
FDX39,OUT045,3790.5056012269933
NCY05,OUT010,130.33349056603777
NCL06,OUT027,5669.163351428569
FDD32,OUT035,1301.3658512820507
NCN41,OUT045,1951.14661881533
NCX53,OUT049,2200.9283177215193
FDU57,OUT019,384.4886739837402
FDQ23,OUT046,1583.2723999999994
FDQ52,OUT045,4131.978437869822
FDC14,OUT045,637.573509012875
FDY09,OUT035,2736.9684298755196
FDQ28,OUT045,2539.3942358778622
FDV25,OUT046,3790.5056012269933
FDJ07,OUT035,1874.4309598591542
DRB25,OUT049,1583.2723999999994
FDK52,OUT019,542.9755395973153
FDY52,OUT027,1378.263185276074
FDB28,OUT046,3087.507511282052
FDT36,OUT035,552.5502107784432
FDV25,OUT017,3790.5056012269933
NCN07,OUT027,3175.335988157896
FDC57,OUT017,2880.9695613636363
FDQ03,OUT018,3327.9525829268296
FDU23,OUT017,2811.1814032128514
NCX41,OUT035,3790.5056012269933
NCD06,OUT035,754.5960957264957
FDW08,OUT045,1583.2723999999994
NCU29,OUT017,2384.015126168224
NCE06,OUT013,2346.6487869387774
FDV52,OUT010,286.4177705128204
FDB02,OUT017,2736.9684298755196
NCR18,OUT045,637.573509012875
FDK16,OUT049,1517.6348566210036
NCQ29,OUT010,542.9755395973153
FDZ01,OUT019,230.0085918128655
FDW27,OUT035,2384.015126168224
FDD17,OUT018,3327.9525829268296
FDW39,OUT013,2736.9684298755196
DRH59,OUT045,1103.1862133333332
FDS52,OUT013,1583.2723999999994
FDU40,OUT027,5669.163351428569
NCF54,OUT013,2997.4076790419176
FDH46,OUT045,1740.9861528571432
NCP14,OUT049,1740.9861528571432
FDH50,OUT049,3389.2269793548357
DRF15,OUT010,384.4886739837402
FDV27,OUT027,2513.079854666667
NCJ06,OUT049,2109.088761951219
FDN02,OUT018,3327.9525829268296
FDQ51,OUT049,754.5960957264957
FDQ07,OUT017,3573.328424242425
FDS45,OUT049,1740.9861528571432
NCJ06,OUT045,1951.14661881533
FDD36,OUT035,1874.4309598591542
FDY25,OUT045,3389.2269793548357
FDU52,OUT046,2384.015126168224
DRK47,OUT017,3573.328424242425
NCL30,OUT017,1951.14661881533
FDN22,OUT035,4131.978437869822
NCF30,OUT027,3175.335988157896
FDK03,OUT035,4131.978437869822
FDT45,OUT017,876.3205797979799
NCC54,OUT027,5669.163351428569
FDP08,OUT018,2880.9695613636363
