Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCC07,OUT017,1820.1089418621561
NCD19,OUT027,2368.1817866391225
FDL46,OUT049,2039.9430648882885
FDM20,OUT045,3761.1404344414104
NCI06,OUT010,942.642633939873
DRM11,OUT035,4120.188041633435
NCH07,OUT018,2198.849248937424
FDS23,OUT013,2089.803577962675
FDO49,OUT018,672.3758813391737
FDS35,OUT049,1206.945467572585
DRK39,OUT045,1307.0955782590179
DRI39,OUT049,1081.1424724709063
FDV04,OUT017,2616.0076203503627
NCN14,OUT035,2965.0453305627543
FDH08,OUT013,3640.225008942651
FDS20,OUT046,2876.473868418691
FDV40,OUT049,1390.4239714306989
FDZ48,OUT010,-82.9720266289155
FDS24,OUT027,2920.57021067244
FDK44,OUT049,2816.324385017816
FDS48,OUT045,2355.6321571059407
FDK26,OUT010,1120.2528271497995
FDD23,OUT045,2944.1060007325314
NCH54,OUT017,2624.4053859935625
NCP14,OUT010,-190.89846401312275
FDM60,OUT010,-1076.7623233155443
FDV24,OUT017,2494.630641166678
FDH08,OUT018,3301.1402714519645
FDS12,OUT027,3432.364899510481
FDR39,OUT027,4251.135801276145
FDP12,OUT027,2170.470702323925
DRF60,OUT027,5063.949062455027
FDC09,OUT035,1878.5632144359688
FDF50,OUT018,2816.6336091686376
FDG28,OUT035,3963.458419417531
NCE19,OUT017,1048.0956004730822
NCM53,OUT010,-132.73124258707844
NCN18,OUT049,1895.4917238779537
FDF32,OUT035,3250.5652264748364
FDF11,OUT013,3803.1425309405554
DRI59,OUT049,3576.3798606737782
NCG54,OUT035,2778.676414093813
FDM44,OUT046,1674.5601597452396
FDT57,OUT018,3407.8680466114756
FDV24,OUT046,2387.5930780876165
FDI50,OUT019,1733.598769152
FDS09,OUT035,1096.8809463145355
NCC31,OUT027,3859.414186074404
FDQ07,OUT019,1566.197534518899
FDC22,OUT017,3122.9454534243855
FDZ56,OUT046,2681.8235281712355
FDZ40,OUT019,-888.8750969436153
FDS46,OUT027,3382.817830948287
DRD24,OUT045,2172.451786237286
FDV45,OUT017,3073.5083713654244
FDL26,OUT045,2406.011125370018
FDA56,OUT018,1737.1521224454857
FDN27,OUT046,1917.0946170492007
FDM20,OUT049,3896.451114942518
FDO16,OUT017,1513.5540107052286
FDL03,OUT035,3252.8310607931962
FDE58,OUT046,1895.8959461377158
FDI02,OUT027,3266.439039969311
NCC55,OUT019,-1157.2410916203835
FDR03,OUT018,3001.032730087634
FDB14,OUT017,1660.5522308062875
FDR45,OUT013,3780.2614666000864
NCN07,OUT017,2171.2290474243423
FDM51,OUT019,-123.26948674132166
FDT52,OUT027,5257.200146679923
FDL26,OUT046,2440.4529144586627
NCZ42,OUT046,3689.9198692726754
DRI47,OUT019,455.8960848711797
FDW40,OUT013,2313.2319828067484
FDN34,OUT046,2729.905501992936
FDS01,OUT035,2963.361074999348
NCG55,OUT045,1803.1214932086207
FDC11,OUT035,1566.4147159890827
FDX35,OUT018,3283.0938494854963
NCB06,OUT046,2497.4528838516776
FDR09,OUT019,2137.525244255391
FDC53,OUT017,1723.8940380278052
FDY45,OUT013,4000.8553036081794
FDA22,OUT010,773.8417310453809
FDE02,OUT035,1694.6182838557856
FDW21,OUT045,1661.6660186882539
FDV34,OUT046,1310.9858921330087
FDS59,OUT049,1920.4987899805917
NCW17,OUT017,2145.361484545181
NCK54,OUT046,1879.553955166019
FDG17,OUT019,1973.452660163383
FDG35,OUT017,2890.9481912750507
FDD08,OUT010,-1131.2015998168854
NCO07,OUT017,3385.38297672174
FDJ10,OUT010,397.9157565762656
FDW36,OUT017,1810.4083648844073
FDW21,OUT010,-131.78446381929393
FDY19,OUT017,2020.4949454749371
DRE03,OUT013,881.3602101750291
NCC55,OUT049,792.9144368985449
FDH52,OUT010,-715.0529363852279
FDO09,OUT017,4203.447308459468
FDU43,OUT045,3690.7170449771647
FDX09,OUT010,881.9784890582536
FDH40,OUT019,-441.6520351803441
FDW58,OUT017,1831.6898628446822
FDC47,OUT017,3610.8175779754183
NCR41,OUT035,1687.3895903734597
DRG49,OUT035,3903.272814813998
FDC52,OUT027,3899.454889800868
FDY13,OUT046,1277.5674280773312
FDY35,OUT013,906.4392613889562
FDI35,OUT017,2966.366462659693
NCU18,OUT049,2324.098283599449
FDY33,OUT018,2267.821541156793
FDC15,OUT027,3873.7403918584787
FDU01,OUT049,3080.7490627995967
NCU42,OUT046,2659.6242962366982
NCV29,OUT018,2510.184914335345
NCY30,OUT017,2956.8258577542015
FDQ46,OUT049,1904.6826708199817
FDG58,OUT027,3892.7253950166905
FDK33,OUT017,3442.913686525133
NCD07,OUT045,1791.066146977256
NCX29,OUT027,3682.6137975398397
NCT42,OUT013,2382.0016821399795
DRN59,OUT035,956.4903317286601
FDI44,OUT035,1459.3285696988678
FDA45,OUT049,2859.4853284610094
FDP31,OUT045,1077.484102296127
FDY01,OUT046,1866.8828091487921
FDT09,OUT018,1918.954563311132
DRH03,OUT027,2985.15806610363
FDA36,OUT018,2682.3228756063495
NCF31,OUT017,2513.9342452237797
FDG14,OUT049,2544.325787833765
FDG28,OUT027,5265.396531679244
FDU14,OUT049,3971.717380831971
FDY47,OUT019,285.52232532479434
FDI56,OUT049,1586.625694226699
DRD01,OUT013,1049.342212322693
FDM22,OUT046,1036.5403326349895
FDH33,OUT013,801.5981108121599
DRZ24,OUT013,1921.1739863554178
NCQ38,OUT046,1706.611024400288
FDO16,OUT027,2845.7615871355256
FDU07,OUT027,3795.053329251785
NCB07,OUT013,3041.6502825720518
FDU48,OUT045,2061.8129610371907
NCM43,OUT045,2535.5566430327376
FDR31,OUT010,479.45267185432783
DRK49,OUT018,485.52705915111324
NCI30,OUT010,1884.731970859054
DRD60,OUT017,2932.384162690675
NCG19,OUT046,3582.468434048206
FDH12,OUT035,1852.3774111654625
FDM32,OUT035,1675.1135151022063
FDM27,OUT035,2620.4843637118524
NCU53,OUT027,4032.5598853674555
NCQ18,OUT046,1571.3659917097502
FDS10,OUT013,2859.702521338655
FDB33,OUT027,3933.289184002824
FDI12,OUT013,1497.4711515795386
NCW42,OUT013,3448.134349079404
NCC06,OUT018,1779.7704341794986
FDW02,OUT017,2183.087319957423
NCD43,OUT017,1800.129811328414
FDM57,OUT018,1157.9065100086038
FDA58,OUT017,3761.02189872814
FDK56,OUT046,2879.5965218025926
FDP52,OUT045,3590.49281442257
FDW20,OUT018,1741.1899861219676
FDS52,OUT049,1767.1002213816762
NCT29,OUT018,1637.7235444857547
NCL54,OUT013,2776.701747449819
FDC05,OUT045,3067.5145784564215
FDF34,OUT035,3278.888369428153
FDP03,OUT027,3467.393975516702
FDD32,OUT010,-425.5604841860786
FDZ10,OUT045,2014.4566709338633
FDZ40,OUT035,1115.4360205801158
FDD51,OUT018,520.3326636142813
NCY30,OUT019,952.0745411060841
FDP58,OUT017,3467.937962477955
FDV49,OUT017,4196.572619622284
FDY24,OUT019,-932.2752976669407
NCO55,OUT017,1813.3603507969608
FDR13,OUT017,2048.1331844264932
FDS51,OUT017,1196.2004104819991
FDP26,OUT045,1628.0667586162315
NCB54,OUT027,3472.4089605176305
FDF32,OUT017,3183.261358204516
FDN31,OUT018,2691.532603853601
DRM48,OUT017,754.8518900874604
FDN20,OUT049,2772.6068272617804
DRL01,OUT046,3650.3307226367183
FDV56,OUT049,1903.3423897483851
DRH13,OUT027,3167.56182943449
FDA03,OUT017,2467.87031232425
FDF47,OUT027,4886.587448617891
FDX32,OUT046,2355.7927272681122
FDX57,OUT049,1730.995191019447
NCA30,OUT045,2869.9118414611776
FDO49,OUT013,980.3810097501504
FDL04,OUT019,-177.11912279616365
DRM48,OUT035,810.4033323633194
FDR16,OUT013,3369.921515079497
NCC19,OUT018,2706.461023188702
NCE42,OUT045,3579.129352314272
FDY24,OUT017,1095.999618022548
FDH19,OUT049,2865.2064250624476
FDJ46,OUT013,2774.037621127792
FDN45,OUT010,1579.5329853058984
FDY08,OUT035,2378.107247293179
FDZ37,OUT035,1644.86020112887
NCT30,OUT045,770.2414613286073
DRY23,OUT018,511.5651752385677
NCZ30,OUT018,1681.766072022706
FDC44,OUT018,1529.6389435482315
FDB45,OUT035,1866.5207838869828
FDY04,OUT013,2661.9668641082303
FDM27,OUT046,2578.166146383112
FDZ43,OUT017,3882.844996258752
FDT39,OUT019,605.2898962508173
NCC06,OUT019,168.2931828204538
FDL15,OUT027,3864.157811042497
FDL57,OUT017,4118.806137722686
FDU08,OUT046,1636.7982707295873
FDK40,OUT017,4195.661875813003
FDQ12,OUT010,1700.3618495582496
FDS48,OUT017,2517.8911635829727
FDP09,OUT045,3254.0994549962024
FDW21,OUT049,1788.0827697703155
FDY25,OUT035,2997.5555671035877
DRE13,OUT017,1522.3971373371085
FDV43,OUT019,-1079.2164678422469
FDD22,OUT045,1746.3710190600261
FDM46,OUT019,-393.1441764597042
NCO30,OUT010,1026.524247006711
FDM25,OUT046,2776.3240736902067
NCN41,OUT049,2049.6270803849106
FDU24,OUT045,1499.2128940386663
FDZ50,OUT046,2916.668084920056
FDP45,OUT013,3974.414824078719
NCM54,OUT045,1945.583157591775
FDW10,OUT019,889.5406676465516
FDP20,OUT017,2164.8280423932633
FDK32,OUT046,2442.496754447546
FDN52,OUT049,1571.8126066275356
FDM58,OUT045,1811.3335400799222
FDZ46,OUT027,3222.542383865875
NCA18,OUT018,1601.7300099639663
FDD35,OUT046,1979.4902095218958
NCK31,OUT035,1020.6269953914752
FDI40,OUT027,3089.2263921870754
FDT50,OUT019,-243.94321168748036
NCT06,OUT046,2579.061729929527
FDT31,OUT035,3103.5568325706595
FDT45,OUT049,1044.4430056302135
FDT13,OUT045,2891.6702568813616
FDO50,OUT045,1444.5740483892102
NCU18,OUT010,349.3739404613515
NCR54,OUT049,3105.5222951356504
NCO18,OUT018,2517.9279584333804
FDU09,OUT045,978.2364918658794
FDT13,OUT018,2686.693973658528
FDE09,OUT046,1839.7250750391158
NCK53,OUT019,-218.33561336678065
FDG45,OUT049,3441.708365870875
DRH15,OUT035,928.6528283334039
FDO21,OUT019,1691.2462779131265
FDD14,OUT027,4272.278948593284
FDC09,OUT046,1735.2583828381057
FDH45,OUT027,2248.511829043677
FDV32,OUT046,1116.0810004630566
FDG12,OUT035,2131.702076717789
FDS32,OUT013,2325.4995467982944
NCL55,OUT018,3583.6132692786173
DRE01,OUT035,3847.310796270485
DRE15,OUT049,1388.252382466813
NCL42,OUT045,3739.3291352500087
FDP31,OUT013,1146.568712340733
FDN33,OUT018,1298.2403456091151
FDZ59,OUT046,2629.281204046864
FDE45,OUT010,944.9022423442515
FDJ07,OUT013,1972.1622413305602
FDQ45,OUT018,2686.2590657388473
FDM33,OUT027,4820.740633487429
FDO15,OUT010,-516.3419834439608
FDM46,OUT013,1533.7933109640037
FDR03,OUT045,3210.445513007712
FDY49,OUT018,2415.931897202109
FDQ60,OUT045,1888.7129532700478
FDW10,OUT049,2886.842542504875
FDO51,OUT049,967.8179038729768
FDJ40,OUT018,1549.334927387357
FDS20,OUT018,2597.046892488456
FDU45,OUT013,1913.2327248212157
FDV02,OUT035,2812.821918917119
FDN09,OUT046,3759.5424266500618
NCM55,OUT027,4317.344216818055
FDN23,OUT018,2073.083987746738
FDY31,OUT010,453.79489851408005
FDW03,OUT010,-65.9144408113923
FDD14,OUT046,2834.7481892955916
FDV23,OUT017,2112.5886273945393
DRI03,OUT045,2697.948806666109
FDN13,OUT035,1739.7684784207968
FDF45,OUT027,2528.0275649594114
FDU46,OUT035,1659.707806454332
FDB57,OUT049,3605.2554840446373
FDV12,OUT049,1795.353892013189
FDQ58,OUT013,2456.497363541498
NCA18,OUT017,1957.1897992754436
FDH52,OUT049,1230.2131664856727
FDM24,OUT018,2153.153405916074
NCP43,OUT027,4249.01611246295
NCO18,OUT019,906.5792131436094
FDM32,OUT017,1630.1341601562578
NCL07,OUT017,809.7743783607268
FDK03,OUT013,3985.3505003215455
FDP59,OUT017,1820.810255401809
FDQ24,OUT049,3992.861956154227
FDQ16,OUT018,1521.8722592126428
FDU44,OUT013,2619.877900563664
FDH28,OUT010,-1128.7067076013418
FDV28,OUT019,-1198.0094220345077
FDM22,OUT045,949.3299754300366
FDR56,OUT046,3090.0385599657634
FDV39,OUT049,3194.224766199553
FDU37,OUT019,-497.45566833815485
FDQ11,OUT010,2171.048159653382
FDX02,OUT045,3416.284332146191
NCS42,OUT018,1233.7707628014032
FDY57,OUT027,3004.0356566246146
FDB21,OUT049,3809.6501774290223
FDE28,OUT017,3686.204337710427
FDQ55,OUT017,2002.9085351162455
FDA48,OUT049,3535.203666340388
FDZ19,OUT045,2677.5046788214913
NCC43,OUT045,3803.415210664585
NCV18,OUT046,1330.1896044258738
NCA42,OUT018,2234.039935400036
FDY45,OUT046,3969.84390488698
NCC30,OUT045,2734.929817536663
FDM57,OUT013,1498.5802390060765
FDL09,OUT010,756.7587183019649
FDB09,OUT027,3434.045425108534
FDT44,OUT035,2047.9055053993588
NCT06,OUT027,3995.8609536515924
FDX26,OUT049,2961.5550787811944
FDK32,OUT013,2509.626884727177
DRA12,OUT046,2260.1124372657982
FDO46,OUT010,1144.3938761218483
FDE52,OUT013,1534.9331427111113
NCH42,OUT045,3495.821618252491
FDV08,OUT035,941.3188444810846
FDB47,OUT018,3011.6190817547886
FDC28,OUT010,-66.8382654339
FDD22,OUT046,1832.6802845765437
FDS07,OUT027,3276.7015831687204
DRI13,OUT045,3306.6726458565236
FDG32,OUT018,3150.836817967616
FDU14,OUT017,3982.4470949873344
FDD28,OUT019,-825.4962681579137
NCP41,OUT017,1875.3643813191122
FDS08,OUT049,2854.4286371974104
FDX47,OUT045,2490.2950537454385
FDC53,OUT019,-179.30530700039378
FDQ19,OUT035,3936.3008228864205
FDL14,OUT045,2451.6949993423364
FDM33,OUT019,1557.4263083985697
FDA51,OUT045,1784.9290268453894
FDZ27,OUT018,632.2044070011827
FDT04,OUT046,753.8471894175751
DRC13,OUT049,2132.3353025767697
FDR16,OUT027,4788.417022079409
FDQ03,OUT027,5117.045162341747
FDE38,OUT035,2798.225346614681
DRH23,OUT027,2362.280151275749
FDT11,OUT019,1140.8456205118398
FDD09,OUT035,2980.987446988953
FDR40,OUT045,1383.0295981999218
FDX07,OUT017,3037.3527185179455
FDR07,OUT035,1732.2682816438369
FDA51,OUT017,1961.900058849191
FDT59,OUT019,1739.2574967537334
FDF20,OUT017,3167.0279573164166
FDR13,OUT045,1859.126057310077
FDY26,OUT049,3420.7064240827303
FDW04,OUT017,2232.720776651159
FDK52,OUT017,3619.306129896612
FDN60,OUT049,2572.030708347668
FDM09,OUT019,853.6507403521771
FDP46,OUT049,1553.4300269850576
FDB50,OUT019,-589.1499641541562
NCQ29,OUT049,4045.744044746175
FDP16,OUT027,5226.960212273467
FDX33,OUT018,2300.9763378449848
FDP07,OUT010,1221.650312935713
FDN22,OUT046,3890.9494878909295
FDF39,OUT049,4196.558482387716
FDS21,OUT017,1219.162186615759
NCM42,OUT013,1771.0803654259823
FDK50,OUT019,741.8608423279627
DRF13,OUT027,3746.2913244404403
FDH35,OUT018,2320.6732580389034
FDP60,OUT018,1367.8687013356725
DRJ49,OUT027,3503.6332951661766
NCT42,OUT019,489.7285207076509
FDE38,OUT049,2749.885523599309
FDI04,OUT049,3235.5743927559797
NCH54,OUT045,2408.7938114681924
FDT56,OUT049,1148.997541086216
DRD15,OUT018,3311.9737423068104
FDV58,OUT013,3090.297537730172
FDP21,OUT049,3084.2807685032853
FDH05,OUT013,3675.6259577836745
FDR10,OUT027,3996.151198817337
NCP06,OUT045,2293.647056046661
FDF33,OUT049,1851.114709425129
DRK37,OUT013,2988.334803789521
DRH49,OUT045,1347.199731667333
FDT58,OUT013,2671.5707454329495
FDD41,OUT018,1471.3974986914156
FDP40,OUT018,1581.339988496888
FDM51,OUT027,3143.2448091085566
FDO45,OUT010,-375.34488604377316
FDW33,OUT010,-154.30969002783377
FDY24,OUT045,972.1880359288558
FDB10,OUT010,1806.5748289635499
FDM40,OUT035,2367.485778417661
NCI06,OUT017,2921.581920133985
FDW12,OUT019,481.84510151218706
FDX48,OUT027,3926.826653249267
NCW05,OUT027,3107.8043889404025
FDX27,OUT017,1693.5964280210972
DRM37,OUT045,3001.416210169291
FDA38,OUT045,3698.635535577171
FDR36,OUT046,773.8594184699328
FDZ45,OUT046,3103.531545491536
FDG05,OUT017,2644.8311982487307
FDK28,OUT013,4029.6073085542857
FDV47,OUT045,1375.9170724614476
FDN21,OUT045,2474.4413517631106
FDP20,OUT027,3473.9424215650806
FDI35,OUT045,2804.040804180647
DRY23,OUT013,837.4866409966253
FDA56,OUT017,2105.972207481591
FDB09,OUT013,2023.9013229472143
NCO26,OUT027,3286.3412189622177
FDQ49,OUT018,2258.6381985066346
FDI52,OUT027,3380.8592275455726
FDZ44,OUT027,3332.5311977328993
FDZ09,OUT018,2310.497772278613
FDY03,OUT049,1966.123537738186
NCG42,OUT017,2166.795078935476
DRI13,OUT027,4803.161198109045
FDQ32,OUT013,2103.640030570087
FDW16,OUT035,1698.1305861792644
FDU27,OUT046,854.6214791672348
FDR28,OUT010,764.2714342519101
FDQ49,OUT010,684.6974287650663
FDS37,OUT046,1894.389215406355
FDW26,OUT018,3182.7438463615513
FDX12,OUT018,3516.877176716659
NCP06,OUT013,2407.0408944842766
FDW45,OUT010,454.01232928780917
NCN30,OUT049,1643.4005586791575
FDN24,OUT049,1023.9956801220455
NCL41,OUT027,2047.3156110563414
FDR02,OUT019,-53.93994050034428
FDD09,OUT010,994.7552248571405
FDS33,OUT010,-346.8059065753473
FDU22,OUT045,1864.3600772718353
FDI53,OUT013,2618.9441367494933
DRH01,OUT049,2819.860208682063
FDX32,OUT013,2341.4643935497725
NCP30,OUT018,460.87292514686857
FDB60,OUT045,3020.0737542093143
FDB14,OUT049,1663.2593964272203
NCP02,OUT035,1142.5005639687604
FDJ10,OUT017,2363.3073503569617
FDG34,OUT046,1861.939703004196
NCB18,OUT017,1543.2868183412013
FDM16,OUT049,1409.3563957571766
FDW25,OUT018,1151.2112853421218
FDB35,OUT010,-319.30753660824917
DRN11,OUT013,2257.978015750364
FDF41,OUT019,1929.7929012169393
FDH16,OUT045,1414.7476077867943
NCQ50,OUT018,3019.7750513420892
DRH23,OUT018,672.4027535273317
DRJ37,OUT013,2423.4529769329124
DRJ24,OUT027,4275.726411033866
FDY16,OUT035,3048.1830278292755
FDQ27,OUT045,1711.9421546083388
FDZ33,OUT045,2289.314091810294
FDF29,OUT045,2104.799917431715
FDA08,OUT049,2719.0471378923944
FDG31,OUT046,1149.8495511934718
FDE34,OUT019,1054.9162521175188
NCR30,OUT027,2642.9651267989198
FDV33,OUT035,4182.176777826595
DRZ24,OUT018,1673.549107864494
NCL54,OUT035,2836.57502705816
FDR12,OUT049,2869.8114629123925
NCC54,OUT046,3699.33623226235
DRN59,OUT013,874.7609929712457
FDX50,OUT019,-76.1466734069187
FDV31,OUT027,4210.095693121932
NCA29,OUT027,4126.450708770653
FDW60,OUT049,2936.383474476483
FDX08,OUT017,2983.720749993803
DRD49,OUT013,3636.2537425975474
FDD33,OUT046,3569.2274799520505
FDW35,OUT013,843.9271717914597
FDJ36,OUT017,1805.7738740338707
FDV51,OUT035,2778.644381696742
FDW36,OUT046,1740.3061588274986
FDH35,OUT046,2607.516758241439
NCS30,OUT027,3481.998167196518
FDN49,OUT017,847.7610120140763
FDL08,OUT018,3542.8252601221634
FDI09,OUT013,3766.9947208895987
FDP19,OUT018,1769.395682929175
FDU21,OUT010,-1189.2548324324564
NCP41,OUT045,1684.8588536802292
FDY10,OUT013,1869.7325533671253
FDP12,OUT018,478.2325998708927
NCN26,OUT049,1959.972394364224
FDK44,OUT013,2758.929383297388
FDC28,OUT049,1878.0436350080192
FDJ41,OUT027,5497.948155544078
NCT29,OUT035,2103.4329218750318
NCH42,OUT019,1668.0647252529643
FDU60,OUT018,2407.20385681919
FDS02,OUT045,2975.281899564782
FDC51,OUT046,2044.407695531981
FDU03,OUT013,2930.7011798048766
FDX39,OUT045,3285.2972710487734
NCY05,OUT010,-1192.551508905185
NCL06,OUT027,5400.690403574132
FDD32,OUT035,1551.334929728072
NCN41,OUT045,1895.0564184513237
NCX53,OUT049,2338.7429395662643
FDU57,OUT019,540.0630920265965
FDQ23,OUT046,1718.0742960007033
FDQ52,OUT045,3770.2748091286344
FDC14,OUT045,746.2043068983634
FDY09,OUT035,2936.032236453931
FDQ28,OUT045,2462.270172358098
FDV25,OUT046,3443.7266622456495
FDJ07,OUT035,2045.3841942971726
DRB25,OUT049,1800.1385176035008
FDK52,OUT019,1625.6242878534126
FDY52,OUT027,2539.4830218249103
FDB28,OUT046,3081.837166516068
FDT36,OUT035,820.3139036951894
FDV25,OUT017,3565.700157257199
NCN07,OUT027,3496.1287289741167
FDC57,OUT017,3170.0596553193986
FDQ03,OUT018,3433.282149462559
FDU23,OUT017,2757.4482140532537
NCX41,OUT035,3438.289741733921
NCD06,OUT035,951.8693700960661
FDW08,OUT045,1652.8516817075736
NCU29,OUT017,2401.046980083819
NCE06,OUT013,2544.4224444829733
FDV52,OUT010,37.05871902691479
FDB02,OUT017,2936.664889230309
NCR18,OUT045,724.3548719207872
FDK16,OUT049,1680.3338994464063
NCQ29,OUT010,2066.2088891588855
FDZ01,OUT019,-93.9332586982722
FDW27,OUT035,2639.4490332257355
FDD17,OUT018,3430.06139707227
FDW39,OUT013,2866.5726160722243
DRH59,OUT045,1156.1124174698527
FDS52,OUT013,1727.3767793439208
FDU40,OUT027,4485.029576753228
NCF54,OUT013,2744.228762178519
FDH46,OUT045,1677.4152821740097
NCP14,OUT049,1745.726066711329
FDH50,OUT049,3063.799980931909
DRF15,OUT010,554.3292942177962
FDV27,OUT027,2927.3992643759284
NCJ06,OUT049,2015.2478552035755
FDN02,OUT018,2931.080089933038
FDQ51,OUT049,994.0006370753692
FDQ07,OUT017,3595.8419820993163
FDS45,OUT049,1870.0410068036406
NCJ06,OUT045,1876.9751874240435
FDD36,OUT035,2055.5139275269903
FDY25,OUT045,2819.838273690529
FDU52,OUT046,2457.437623473363
DRK47,OUT017,3604.9543202877257
NCL30,OUT017,2142.077754421981
FDN22,OUT035,4044.631738848812
